count,weighted_zu,weighted_zl,mean_expenses,min_expenses,max_expenses,families,pattern_0,pattern_1,pattern_2,pattern_3,pattern_4,pattern_5,pattern_6,pattern_7,pattern_8,pattern_9,pattern_10,pattern_11,pattern_12,pattern_13
52,624321.6249556002,49160.88891999995,11364.711538461539,3441,32680,"6296,1123,1495,5330,7666,7815,7971,8870,10637,13607,15453,16915,20149,20453,22533,22624,27888,28472,29652,31161,33589,35675,36681,38083,39941,40410,42325,44792,45062,46417,47274,47571,49502,53884,56507,56648,57703,60012,60426,60889,63024,64998,65060,65185,65342,66100,71845,79467,79715,84277,85134,88500",0,0,0,0,0,0,0,0,0,0,1,0,0,1
42,525470.4051366003,59211.98446380004,10749.97619047619,4724,26453,"6312,1842,2014,8011,8896,15974,17947,22913,24000,26229,27763,27805,28126,32169,33134,33985,36582,39131,39461,41061,41905,45914,46441,46797,49049,50120,50880,51821,51953,53900,53959,56986,58172,59246,63032,64238,65193,65631,70557,78543,86215,88492",0,0,0,0,0,0,0,0,0,0,0,0,0,2
89,1385534.832514102,120895.71422350021,15891.76404494382,1474,39110,"6338,6429,2279,2345,2592,1743,1750,9605,8235,10488,12104,12880,13151,13177,13276,15024,16451,17525,17988,19059,20644,20800,22160,22459,23010,24380,24935,26096,26179,26815,26948,27102,28308,31278,31385,31773,32334,32342,32516,33324,34009,36764,37234,37549,38562,38588,39677,40956,41251,42010,43091,46896,47019,47159,49809,50534,50823,51656,52159,53066,53728,53777,56440,57067,58339,59022,59675,62885,63388,63693,64709,64915,67652,71654,71712,73882,77545,77552,78139,78741,78964,81182,82537,83550,85464,85720,86652,87627,89235",0,0,0,0,0,0,0,0,0,0,1,0,1,1
1,15523.8641374,1627.0912459,3595.0,3595,3595,6395,0,1,0,0,0,0,0,1,0,0,0,1,0,0
17,270346.7474262001,22307.54346300001,12425.70588235294,5013,26832,"6411,4382,18630,23796,29389,49213,51383,54130,57612,61614,64865,66977,67629,75051,82099,82123,83527",0,0,0,0,0,1,0,0,0,0,1,1,0,0
1,24936.935126700002,2151.863788,18437.0,18437,18437,6437,0,1,0,1,0,1,0,1,0,0,1,1,0,0
17,376673.9268974999,28918.248824419992,21589.235294117647,13409,32271,"6452,5264,9555,10561,13243,18556,26740,32953,34215,40618,40923,48959,62307,63156,64170,76844,90258",1,0,2,0,0,0,0,0,0,0,1,1,0,0
12,266348.88009239995,23368.5417264,28082.5,15268,53297,"6478,23382,26617,42598,44503,45674,54759,59360,64949,65821,80002,80085",0,1,1,0,0,1,0,0,0,0,1,1,0,0
62,1198207.322813,96213.24707588003,23094.935483870966,5766,67705,"6494,6858,2857,9910,13615,13672,13813,16741,17749,19679,20164,23259,24968,25452,25726,26534,28407,29827,30783,34363,36095,36517,36640,37010,38109,38265,38968,38992,44172,45534,48660,53454,53637,54056,54528,54908,55152,59121,60400,60616,60962,63339,66126,67975,69526,71373,71779,71837,76703,77040,77362,78535,81372,82289,82693,82818,86066,88062,88567,89185,89367,89409",0,0,0,0,0,0,0,0,1,1,0,0,1,1
7,151669.11457460004,13057.41835958,28682.0,15290,47286,"6502,7070,8755,19067,33266,35477,71357",0,0,0,0,0,0,1,0,1,1,0,0,1,1
22,502358.86451080017,35386.91259135999,20325.863636363636,4792,56490,"2246,7633,16782,17574,18408,18770,19174,19257,25619,38505,39172,46771,58511,63065,64733,70102,75291,75671,77164,86132,86876,89789",0,0,0,0,0,0,0,0,2,1,0,0,1,1
2,37222.5770666,2917.9928339999997,26032.5,25366,26699,"6544,21238",0,0,1,0,2,0,0,0,0,0,0,1,0,0
16,247710.24824640006,23950.675319999995,18708.25,8600,40034,"6551,7310,11791,11858,15149,18986,22814,29439,33282,35253,47704,63529,65706,70888,75028,79202",0,0,0,0,0,0,0,1,0,0,0,0,1,1
1,25080.5491837,1740.47227144,5134.0,5134,5134,6577,0,0,0,0,0,0,0,1,1,1,1,1,0,0
3,72745.6094289,5986.6848648000005,17250.333333333332,11639,24836,"2253,37416,65730",0,0,0,0,0,0,1,0,0,2,1,1,0,0
1,30600.7344142,2334.2565928,25167.0,25167,25167,6601,0,0,0,0,0,1,1,0,0,3,1,0,0,1
2,53955.9980546,5817.7020262,12413.0,10160,14666,"6619,16675",0,0,0,0,0,0,0,0,0,0,1,2,1,1
3,75782.9406441,5217.198826440001,20822.333333333332,17017,25356,"6627,21030,58834",0,0,0,0,0,1,1,0,2,0,1,1,0,0
32,494115.9030783997,32085.751974400013,11855.5,3730,27310,"2261,4671,11601,11783,12203,12773,15354,16139,20420,20883,21410,28787,30775,32227,38737,39750,41756,42762,44743,48611,51144,52191,61069,66373,67785,72942,74039,78816,78956,78980,89169,89359",1,1,0,0,0,0,0,0,1,1,0,0,0,0
1,31993.957298200003,2428.8363859,14209.0,14209,14209,6635,0,0,0,2,0,2,0,1,0,1,1,1,0,0
2,52765.730576600006,4330.706403,53895.5,13347,94444,"6643,64626",0,0,1,0,0,1,1,0,0,1,1,1,0,0
4,98032.6503708,8446.6457544,22306.75,9199,43883,"6650,2642,51805,64816",0,1,1,1,0,1,0,0,0,0,1,1,0,0
37,500574.4056632997,26406.448787219993,16914.027027027027,4284,49570,"6668,6833,1040,3210,7286,7914,10389,11353,12526,15222,17186,24364,27219,33472,35501,37747,39149,39511,39735,40089,41285,45849,53868,54940,56036,57166,58263,60368,66092,68080,73874,74138,76026,85886,86439,86611,88468",1,0,0,0,0,0,0,0,0,1,1,0,0,0
11,226373.29060389998,22418.314810540007,19658.363636363636,5511,60380,"6684,21899,31641,34587,40022,45724,46268,59428,65003,75507,80051",0,0,0,0,0,0,0,0,1,0,0,1,1,1
11,122575.12575660001,13917.6154975,9985.636363636364,4775,21790,"6692,13045,14654,15636,27680,35055,38513,39669,69989,83675,85795",0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,20257.488891200002,1947.3167363,25273.0,25273,25273,6700,0,0,1,0,1,0,0,0,0,0,0,1,0,1
2,44434.6853804,4191.1836006,19797.0,16261,23333,"6718,24612",0,0,0,0,1,0,1,0,0,1,0,1,1,0
3,57336.040751099994,5230.8919188,22582.333333333332,13354,31509,"2303,15099,69294",0,0,1,0,1,0,0,0,0,0,0,1,1,0
2,43462.20313740001,3007.0687966,21045.0,15750,26340,"6734,76943",0,1,2,0,0,0,0,0,0,1,1,0,0,0
12,269988.3489024,19323.07355736,16640.083333333332,5833,43374,"6742,17657,19547,27698,29991,36277,56481,56689,67074,68486,69658,70136",0,0,0,0,0,0,0,1,2,0,0,0,1,1
2,28284.0864076,2921.22241132,14360.0,8673,20047,"6759,72728",1,0,0,0,0,0,0,0,0,0,0,1,1,0
44,728676.2222168,57015.424590080045,18666.93181818182,7364,42169,"6767,6809,1719,5173,12559,14506,19380,22574,23499,26591,28928,31690,33696,34553,36657,41202,41574,42960,43638,44602,44610,45831,46466,52217,53116,53801,57182,59188,60202,61242,67132,68239,70334,71563,72264,76935,77883,78865,79251,82453,83279,83402,85373,85977",2,0,0,0,0,0,0,0,0,0,1,1,0,0
1,27825.720269999998,2263.02855026,44349.0,44349,44349,6775,1,0,1,0,0,1,1,1,0,0,1,1,0,0
5,121020.52165500002,8859.716699,27777.0,20619,34666,"6783,4788,47795,52241,57414",0,0,1,0,1,0,0,0,0,1,1,1,0,0
8,142182.8816552,11768.210757919998,22960.25,17045,35161,"2329,31963,58537,63255,67538,69450,71316,86330",0,0,0,0,0,1,0,0,1,0,0,0,1,1
6,134650.55386139997,9638.26656588,19927.666666666668,15081,30317,"6791,7039,30890,52662,84848,88229",0,0,0,0,1,0,0,0,2,0,0,1,1,0
3,57310.17899189999,4832.82384312,11496.666666666666,8222,17582,"6817,28118,75127",0,0,0,0,0,0,1,0,1,1,0,1,0,0
1,19171.4027405,1901.5299514,32808.0,32808,32808,6825,0,1,0,0,0,0,0,0,0,0,1,1,1,0
8,150830.7585808,11793.303903520002,15808.0,7238,28665,"2337,1404,4002,27714,35113,62679,74880,89938",0,0,0,0,0,0,1,0,1,0,1,1,0,0
21,382518.62110560003,31006.319408399984,20673.904761904763,7489,47164,"6841,11114,16121,18275,19844,25346,26203,27458,28217,39842,41079,47027,52514,57190,57356,60913,64311,72140,73197,74658,89573",0,0,0,1,0,1,0,0,0,0,1,1,0,0
2,52676.866286000004,3883.4698393999997,33734.5,28501,38968,"6866,46318",0,0,2,0,1,1,0,0,0,0,1,1,0,0
50,854746.3034650006,68208.64099300007,19453.28,6279,39603,"6874,760,3913,4077,7880,8920,11171,13185,16048,17145,20594,21550,23523,24620,25601,27292,27730,28597,33027,38596,39586,39743,40931,41483,43414,44289,46243,46482,47407,55723,57257,59378,61382,68296,68684,68700,68999,71233,71787,73700,76851,77693,77966,78105,78170,80424,81661,85704,86884,88989",1,0,0,1,0,0,0,0,0,0,1,1,0,0
15,328538.48400299996,25906.2480195,26111.6,10515,40056,"6882,9845,20206,24505,31724,34629,38893,41723,49296,54882,55046,60996,77735,80416,83253",0,0,1,1,0,1,0,0,0,0,1,1,0,0
9,190023.64691220003,15162.527041199997,27109.666666666668,10125,47532,"2352,25288,26286,33894,40337,43752,56515,66589,79996",0,0,0,1,0,2,0,0,0,0,1,1,0,0
10,181584.47087900003,18086.760188000004,19350.1,10951,27705,"6908,14571,16725,19778,33829,35568,37481,42655,61218,81406",0,0,0,0,0,0,1,0,0,1,0,0,1,1
15,219207.6708989999,10710.251366400003,11477.333333333334,5427,25420,"6916,2402,13888,16220,24356,27573,27722,44974,54429,63271,65136,75499,82396,84574,89193",2,0,0,0,0,0,0,0,1,1,0,0,0,0
6,123337.58543940002,10740.061887599999,16603.166666666668,9607,20563,"6940,7591,8276,43836,66746,68288",0,0,0,1,0,1,1,0,0,0,1,1,0,0
73,986171.5097281993,114491.89012450016,12814.794520547945,2653,60448,"6973,2568,794,1479,4051,7302,7906,13201,16170,16188,18820,20313,23218,23663,25502,25767,26039,26880,27177,27185,28357,28415,29868,29942,30114,32805,32839,36129,37069,39065,39099,39321,41095,42184,43570,43653,43869,44420,44859,45328,45971,47001,47167,48710,50617,53199,53298,55764,56531,57281,58727,60137,60533,64030,65219,66761,67314,67942,68130,68544,70193,71274,71829,73809,77172,80663,81331,81646,83014,83337,84756,85332,89607",0,0,0,0,0,0,0,0,0,0,0,1,0,1
14,265866.4371342,21750.213360960002,24511.85714285714,8968,43562,"6981,4945,13516,13987,29033,29736,31823,32623,42929,45575,50013,51748,80556,82925",0,0,0,0,0,0,0,1,1,0,0,0,1,1
4,91880.0420928,7059.82855296,22881.5,10608,45052,"2535,9357,22103,30965",0,0,0,0,0,0,1,1,1,0,1,1,0,0
1,24667.563483500002,1716.91755904,14249.0,14249,14249,2543,0,0,0,0,0,0,0,0,1,3,0,0,0,1
37,663121.5226142999,61154.92501809999,18179.27027027027,7512,36514,"7047,3053,3145,4770,5041,13581,15693,18598,20073,26526,28019,29983,36400,37580,38430,40915,40949,41012,42044,45419,45443,47894,48066,48595,55202,62398,62802,63578,67793,69708,70813,79186,81224,81273,82206,86256,87908",0,1,0,1,0,0,0,0,0,0,1,1,0,0
40,513420.9991479997,24724.06047600001,13122.375,3121,36478,"7054,1271,2105,2212,3343,13706,13961,13979,14605,16022,16196,16279,17582,17897,17905,19224,20008,21600,33761,35089,39081,40048,44248,51698,51797,53694,63206,63289,64428,66241,67157,70896,72934,75747,78246,83972,84533,86751,87833,90233",1,0,0,0,0,0,0,0,1,1,0,0,0,0
44,849075.6514020005,76522.36463519998,18110.613636363636,3774,42432,"7096,4523,7450,8672,11460,12500,12583,13755,16949,17665,19638,19950,20768,23184,23390,24315,25684,25916,26047,26906,30536,31740,34231,35360,37838,43745,45591,46862,47126,47415,49908,51177,54668,56374,57885,62174,64410,66704,67223,74724,79111,80820,82958,83501",0,1,1,0,0,0,0,0,0,0,1,1,0,0
26,356377.2321486001,39510.6912564,22447.69230769231,3597,40167,"7104,10181,13573,20958,22491,28894,30320,32706,33787,34728,40519,48033,48918,49288,49965,50476,56465,57588,59766,61119,62620,74427,76752,77214,80168,89763",0,0,0,0,0,0,1,0,0,0,0,0,1,1
48,882377.4419807993,63334.175015040026,21271.8125,6146,44572,"7120,737,4275,4747,4762,6031,11031,12393,15792,16410,16816,17434,22475,27136,27920,29157,29702,32029,32318,32789,34306,36376,37572,37952,37994,38778,41939,42135,44271,44412,47209,47852,48025,49031,49734,52845,59717,62299,66811,67041,69906,69997,70276,70946,88906,88922,89227,89284",0,0,0,0,0,0,0,0,2,0,0,0,1,1
6,146823.27609600002,11352.2198202,26919.166666666668,13905,48473,"7138,4127,5223,17202,50112,81984",0,0,0,0,0,1,0,1,0,1,1,1,0,0
13,262356.2031765999,19800.451343399996,20556.153846153848,10086,34412,"7146,844,2436,11767,13599,14688,23267,43919,47555,62489,66753,72587,81745",0,0,0,0,1,0,0,1,0,0,1,1,0,0
10,164578.155621,12344.357574000003,14913.7,5835,29519,"3376,7724,31781,43562,50195,59568,66506,72389,81521,89110",0,0,0,0,0,0,0,0,0,1,1,0,0,1
11,227904.54597790007,18811.313038099997,27809.545454545456,15395,61436,"2618,27516,41715,48454,49189,53827,64402,64436,77321,77412,79863",0,0,0,1,1,0,1,0,0,0,1,1,0,0
7,156707.7506589,11761.18611248,18969.0,9387,27467,"612,19646,53173,60509,60608,70284,81430",0,0,0,0,1,0,0,0,1,1,0,0,1,1
10,237775.55028300002,18408.6061314,20222.5,10110,33010,"695,17301,21311,24497,29116,61002,66282,83378,89003,89540",0,0,0,0,0,0,0,0,1,2,0,0,1,1
68,449179.08395200036,15854.350867519986,7654.985294117647,315,35658,"711,802,5314,6130,7435,8219,11320,12278,15479,17780,23598,23630,24224,27078,27870,28167,29926,30544,31625,35451,35618,35832,39289,42267,42556,42606,42614,42622,43695,45344,47837,51979,55715,56291,57158,57919,57943,60186,60194,61747,62315,62984,62992,64006,64592,64600,64683,65896,70318,70698,71811,71852,71910,72116,73445,76836,79004,79210,79236,79244,79301,79319,80275,80689,80879,80887,81760,87239",0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,53352.242281,4098.18887908,28781.0,10876,46686,"752,65839",0,0,0,0,0,1,0,0,1,2,0,0,1,1
2,49846.2197664,3554.2560464,24624.0,12843,36405,"851,21451",0,0,0,0,2,2,0,0,0,0,1,1,0,0
5,93579.60696900001,8516.954655,23264.2,15201,33776,"885,2519,17327,64576,75697",0,0,0,0,0,1,0,0,0,1,0,0,1,1
9,177929.00459100003,13595.7110922,12562.0,5700,22834,"893,4150,16030,23978,32821,43802,53371,55160,64543",0,0,0,0,0,0,0,0,0,0,2,0,1,1
18,195492.77618040005,13350.881039400005,11261.444444444445,4254,23900,"919,3269,7807,11296,23556,25031,27128,39305,43158,43778,50906,59048,61556,68809,72033,83303,87221,88369",0,0,0,0,0,0,0,0,0,0,1,0,1,0
7,90427.8700143,8697.5910602,8326.142857142857,4468,13588,"927,1420,16576,26385,27383,40980,66779",0,0,0,0,0,0,0,1,0,0,0,1,0,0
11,207605.70398919997,16060.968722919997,23145.636363636364,10319,40606,"935,3905,5082,20370,26724,30049,31708,48546,59311,86207,86306",2,0,0,1,0,0,0,0,0,0,1,1,0,0
172,1255443.0975063988,56543.02402960007,9970.552325581395,1589,56410,"950,1560,1677,2816,3798,3970,4010,4028,4085,4093,5306,5397,7609,7849,7948,8110,8532,9712,10694,10736,10744,10751,10769,11395,11528,11619,12138,12302,12328,12385,12666,12963,13011,13169,13193,13250,13458,13490,14191,15107,15784,17459,19026,19034,19141,19331,19604,19653,20123,20578,21725,21790,21808,22244,23275,23325,24265,25049,25221,26005,26393,26492,28183,28225,28274,30007,31419,31591,32094,32904,33043,35402,35659,35709,35733,35766,36053,36343,37465,38935,39008,39404,41293,41467,41996,42101,43398,43703,43810,44693,45245,45252,45260,45765,46649,47431,47811,50070,50658,53207,53231,53314,53355,54023,55756,56994,57760,57935,57992,59055,60103,60152,60160,60178,61390,61408,61994,62646,62810,64352,64360,64840,65243,65748,66662,67140,68072,68122,69278,69393,70219,70516,70714,71407,71498,71860,72363,72876,74211,74385,75408,75465,76661,76901,77651,78022,78527,78774,79491,80390,80614,80804,81414,81794,81869,81877,82040,82727,82917,83386,84673,84947,85100,86363,87726,87734,88005,88146,88609,88898,89466,89870",0,0,0,0,0,0,0,0,0,0,1,0,0,0
8,151026.01794239998,12987.999867999999,18932.875,9181,39939,"968,4069,29181,38257,40493,49841,70052,86801",0,0,0,0,1,0,0,0,0,1,0,0,1,1
4,61049.1582724,6291.719144799999,16188.0,8022,24573,"1057,45161,82214,87080",0,0,0,0,0,1,0,0,0,0,0,1,1,0
2,48487.314813000005,4081.2042309999997,27420.0,20202,34638,"1081,16212",0,0,1,1,0,1,1,0,0,0,1,1,0,0
2,48673.932711999994,3466.3543164,12179.0,7569,16789,"1115,33928",0,0,0,1,2,1,0,0,0,0,1,1,0,0
50,618186.1727949994,68234.79799000005,11876.04,4583,41123,"1156,4317,9050,9399,8441,8888,13268,16089,16204,17319,22780,23861,24281,24695,25536,25817,25957,29595,30635,30700,30841,35105,35717,37689,38075,38661,38695,38943,39636,40071,43372,47233,47357,47480,50559,50708,52928,56002,56895,58354,63933,65979,67769,70490,70763,73023,80325,82446,82941,89714",0,0,0,0,0,0,0,0,0,0,0,1,1,0
35,637538.220249,65559.58805200005,20040.4,7997,52533,"1198,2667,3954,4630,7401,11429,12732,14886,18390,19703,20172,20446,23739,26898,31211,31229,33647,35790,36145,36541,36673,39032,47720,53033,57521,57570,57752,60038,68411,73650,77578,77784,81208,83360,84640",0,2,0,0,0,0,0,0,0,0,1,1,0,0
6,111050.08104659998,10180.7200578,16599.5,7108,24049,"1214,24877,36210,67165,69120,82198",0,1,0,0,0,1,0,0,0,0,1,1,0,0
4,75205.2638432,6081.7690616,19779.25,8320,30769,"1222,31021,61861,86371",0,0,0,0,0,2,0,0,0,0,1,1,0,0
15,229610.366082,12144.045763799997,16760.133333333335,3994,29208,"1255,9258,9878,21139,30510,33225,43216,44818,48272,50351,52522,65813,68171,68858,81679",2,0,0,0,0,0,0,0,0,1,1,0,0,0
1,24339.919701,2041.7277391999999,31176.0,31176,31176,1289,0,0,0,0,1,2,0,1,0,0,0,0,1,1
1,27848.4889809,2098.39720034,22616.0,22616,22616,1305,0,0,0,0,1,2,0,1,1,0,0,0,1,1
1,24377.4089219,2052.90012942,9751.0,9751,9751,1321,2,1,0,1,0,1,0,0,0,0,1,1,0,0
1,29973.8755072,2458.16848536,19339.0,19339,19339,1362,1,1,2,1,0,1,0,0,0,0,1,1,0,0
4,95526.6655492,7957.6500664,11060.5,8494,14553,"1370,12245,65573,76232",0,1,0,1,1,1,0,0,0,0,1,1,0,0
11,156907.20019699997,15557.925719599996,15117.727272727272,6455,24393,"1388,1859,4556,18945,20438,23341,43323,46433,57174,67033,72801",0,0,0,0,0,1,0,0,0,0,0,0,1,1
1,28267.010161,2504.5401511,8592.0,8592,8592,1396,0,1,3,0,0,2,0,0,0,0,0,1,0,0
1,23932.931227499997,2604.1130917,22206.0,22206,22206,1446,0,1,0,0,1,0,1,0,0,0,0,1,2,0
3,73413.2041215,5809.3407189,23558.333333333332,13082,37197,"1461,81463,84236",0,0,0,0,0,0,0,0,0,2,1,0,1,1
1,24789.998766700002,1584.36526702,32307.0,32307,32307,1503,0,0,0,0,0,1,0,0,3,0,0,0,1,1
17,283756.8073510001,23027.629029500004,13374.0,6062,25233,"1552,10868,20297,24703,26104,33910,40097,45757,45856,49650,51045,52225,57422,69211,82131,85381,88815",0,0,1,0,0,0,0,0,0,0,1,1,0,0
75,1170733.5546675003,111641.46374250017,17125.12,2021,44293,"1610,1891,2949,3186,3764,4853,5066,7153,7161,7575,11148,16006,16485,17616,18499,18614,19943,22095,23481,24257,24307,26419,29553,29884,30460,32540,33670,34074,34785,34983,35170,35543,36426,36756,40147,41897,43315,43877,47548,48678,52548,56069,58461,59899,60863,61796,61960,62281,62331,63552,64246,64857,66035,66456,66555,66639,67082,70177,72132,72348,72868,73015,73221,74096,74187,74583,78154,80606,80705,80986,83261,85985,88021,88112,89581",0,1,0,0,0,0,0,0,0,0,1,1,0,0
10,223313.38134199995,17672.855507,25138.3,14637,39498,"1735,5801,8326,12054,36665,37911,46383,46565,54544,61473",0,0,0,1,0,1,0,1,0,0,1,1,0,0
3,56943.4812165,3992.7501579,12509.0,4454,16902,"1776,42424,67447",0,1,0,2,0,0,0,0,0,1,1,0,0,0
1,35498.1512552,3645.1702818800004,14525.0,14525,14525,1784,0,0,0,0,0,0,0,0,2,0,0,3,1,1
15,286145.645802,21225.724089600004,19671.333333333332,8768,53946,"1792,3848,9928,21162,22343,23580,25700,25908,30064,54502,65870,67553,71506,76075,85522",0,0,0,0,0,0,0,0,1,0,1,0,1,1
1,22937.146663400003,2259.8031746,19593.0,19593,19593,1826,0,0,0,0,0,0,1,2,0,0,0,1,1,0
1,36859.2162305,2556.39433402,13568.0,13568,13568,1867,0,0,0,0,1,0,1,1,3,1,0,1,1,0
5,107612.25620900001,11351.966027,18321.4,8718,26952,"1933,47498,57802,62158,62893",0,0,0,0,0,0,0,0,0,1,0,1,1,1
4,76625.782916,7868.9956856,24737.0,11104,49662,"1941,69021,74757,89946",0,0,0,0,0,0,1,0,0,1,0,1,1,0
8,137755.5337528,8788.75996048,11432.625,6751,18325,"1990,12096,29256,51326,51680,52316,54569,56952",2,1,0,0,0,0,0,0,1,1,0,0,0,0
3,74097.48798900002,6543.019331700001,30339.333333333332,27514,34391,"2048,14738,71191",0,1,1,0,1,0,1,0,0,0,1,1,0,0
2,46335.10372120001,3984.8499567999997,16963.5,12187,21740,"2063,17996",0,0,0,0,0,1,0,0,0,2,0,0,1,1
1,21440.9377228,1417.5545115,11402.0,11402,11402,2113,1,1,1,1,0,0,0,0,1,1,0,0,0,0
1,35961.4980498,2684.0143888000002,6478.0,6478,6478,2139,0,0,2,0,0,1,0,2,0,1,1,1,0,0
1,38726.6897898,3130.0284235,18036.0,18036,18036,2147,0,2,2,0,2,1,0,1,0,0,1,1,0,0
1,36430.030128800005,3040.1277911,12061.0,12061,12061,2154,0,2,1,0,1,1,0,1,0,1,1,1,0,0
2,45075.5998026,3045.49442204,13713.0,13014,14412,"2170,75481",2,1,0,2,0,0,0,0,0,1,1,0,0,0
